False,normal_typical_data
True,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
True,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
True,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
True,normal_typical_data
True,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
True,normal_typical_data
True,normal_typical_data
False,normal_typical_data
False,normal_typical_data
True,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
True,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
True,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
True,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
True,normal_typical_data
True,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
True,normal_typical_data
False,normal_typical_data
True,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
True,normal_typical_data
False,normal_typical_data
True,normal_typical_data
False,normal_typical_data
False,normal_typical_data
True,normal_typical_data
False,normal_typical_data
True,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
True,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
True,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
True,normal_typical_data
True,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
True,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
False,normal_typical_data
True,normal_typical_data
False,normal_typical_data
False,normal_typical_data
